mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,zcr_mean,zcr_std,chroma_stft_mean,chroma_stft_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_contrast_mean,spectral_contrast_std,spectral_bandwidth_mean,spectral_bandwidth_std,Dialect
-0.5051371808331341,-0.47405803732049334,0.10075292304327971,-0.42967207997465107,-0.24153449042131503,-0.2810235019760229,-0.0012526969999315518,-0.11795709725326586,0.056490401011900365,-0.055664754420608475,-0.11518390557678626,-0.30421201838475576,-0.38001225338686684,-0.12850485421196856,-0.24466511508973166,-0.12914216982623217,0.18545672661938023,-0.21379124108366832,0.004734757793825706,0.07729105960099214,0.5000195968517857,-0.026655876728711503,0.17714912894900936,-0.06060656533812314,-0.09690709952219652,0.07689755233116635,-0.005568708782743292,0.16397411676218776,-0.30042955272048877,0.713358200680678,0.38671004225810335,0.07636894135887973,0.5080738658386172,-0.10099320903792719,0.5181346223025893,-0.20673585213560297,0.6370667205924199,-0.2358380267489043,Bandari
-0.43498185232060815,-0.46444545620105626,0.035041362130728976,-0.5210239024787995,-0.292316641816956,-0.3519568204602421,-0.1271263334567353,-0.1551864682286318,0.04812229476227795,-0.32934804924982763,-0.1901538874886744,-0.2988829137062413,-0.3605317028528007,-0.19758388773472801,-0.11563154482896182,-0.2225536803862579,0.18339227606281022,-0.2855755304517643,0.03552615812820778,-0.17481731736323192,0.28850878540679337,-0.11952709981408216,-0.11336265170286675,-0.1620772235008361,0.10576616866173916,-0.08040986475071032,0.04849858843878452,0.1159521241770054,-0.17661548486889278,0.6998649985738092,0.3167199774027665,0.016297331078762634,0.41534633147050104,-0.14629808599664484,0.4958936972821031,-0.10313678391813086,0.5639015088897834,-0.24251816911915536,Bandari
-0.22185496868807586,-0.38723614251258154,0.1722822643736982,-0.39936701912803074,-0.31694707785427406,-0.1734687473030967,0.14494173116748854,0.03850218425894658,0.2361674465796333,-0.15962256492997928,0.06003988729643797,-0.08279868689910186,-0.1761329335579685,-0.018062437857194746,0.1097335476204768,-0.09517225187195455,0.028478821708165847,-0.1879893218274581,0.12774550197415055,-0.0203890668966219,0.5296535487323131,-0.027413807909083876,0.1718513275794098,-0.036455046596497676,0.3949360609488936,0.08376395976567474,-0.5268148582603132,-0.24645363190729608,-0.1317292663754659,0.7357328884634298,0.06724126194950863,-0.08680025710114014,0.32563803296074223,-0.07587503377507632,0.38744682703512523,-0.23914073319802964,0.640343551231106,-0.46389106424128224,Bandari
0.7649531671756165,-0.458750682935713,-0.7686411287267051,-0.39273293906701645,-0.12206098991124203,-0.46144846601571676,0.9271450576943543,-0.06393500418404496,-0.7708574064804686,-0.142158697450524,0.6768694753385744,-0.28700922653754257,0.14054397273017166,-0.2616185826186068,-0.5985485516120692,-0.22547806965061157,0.39276052045342674,-0.2685074152604956,0.2573486783218087,-0.18125670308921715,-0.912506448581724,-0.23318780356518265,0.49253599153280825,-0.2467661755696966,-0.36463839393097963,-0.277112465888527,-0.3469748946610872,-0.5010881496637252,-0.10868985716527568,0.6692507378526225,-0.37364457698121256,-0.7117466391134029,-0.35359973249732757,-0.8131073151830327,0.7172001906986485,0.4277861409502355,-0.3439059433067818,-0.8476809843247062,Bandari
-0.29784581486686523,-0.35111508410658687,0.19330913654524662,-0.38017174505261975,-0.14817818453336284,-0.14556609472701454,0.16619131607789914,0.2162751340413125,0.2268914505517575,-0.0043514078761287545,0.2424082512545736,-0.11483414374873557,-0.017874281202483744,-0.07297614524642904,0.09634506677941118,0.1952058369560954,0.1577768530529462,-0.03096780716591019,0.09262634816944107,-0.11268053514628784,0.2526111224613121,-0.14143789973560994,0.13648205085598275,-0.16198409229445832,0.1273939983639981,-0.11896638260026415,-0.38468819024760137,0.41601934741319035,0.12763444106422672,0.7233965512425633,0.12846415512161635,0.09377271401047227,0.3254902115474172,-0.043643775489839776,0.35241125652236227,-0.14243136633673925,0.6336144823771654,-0.4089042195002677,Bandari
-0.2726029174346093,-0.45600383776556763,0.18397578694923575,-0.45801279045646937,-0.42399626316672046,-0.3399768288760159,0.07953035034563102,-0.1560493830520906,0.30122381992109626,-0.18206992814946976,0.10492337057427822,-0.21799878355357716,-0.20830740152483446,-0.10868988820357772,0.2806313652191216,-0.18277875109597508,0.10227642251874378,-0.27212005189070765,0.16072379677271326,-0.2685387223807705,0.44748565835892823,-0.27740617187243655,0.008911112515348318,-0.20827657031079228,0.09107190616333771,-0.15357800683107925,-0.3900151549124098,0.016563703387572515,-0.10714757711576173,0.776128023672225,0.1480856561295747,-0.029535747444589866,0.38433216400112014,-0.06472072517937255,0.3934494774822115,-0.2752142363987087,0.6736514161237777,-0.427985062374882,Bandari
-0.3504900060053055,-0.27500895034446615,0.1553919599398349,-0.2960307179921198,-0.09252919196169362,0.004854952284782943,0.19372608915874798,-0.07629357266718373,0.1541178690066437,-0.16347893404291092,0.16635106205222627,-0.2238233651087288,-0.09518969168222738,-0.17700615163248634,0.010430368809900448,-0.22705958468638088,0.05133747855698104,-0.24969804331469658,0.02850350113236902,-0.2774932155980364,0.31775194749860586,-0.25784766394876124,0.1477770700438324,-0.12280316692667292,0.1868134821200765,-0.12648531811812458,-0.40362173938363055,0.1695134947611796,-0.12925631222233713,0.8173815817427286,0.12764771775742534,0.4437269249333271,0.3271327165768745,0.3432142157370244,0.32774508575241,-0.1698065835078405,0.5385589103774635,0.21349572107874404,Bandari
-0.3052109153824981,-0.4129558790215474,0.19435755157431356,-0.44970792422114003,-0.39020637974521294,-0.2784819306756864,0.24810812700507082,-0.1968534570938818,0.09209091482627413,-0.2603915106326161,0.20793400672002624,-0.3062158165026926,-0.1287212059307768,-0.19581664740071292,0.15126312392559044,-0.1874836865159326,0.09022238381385683,-0.2717426200559664,0.004533383187491413,-0.24037073608467863,0.3380332843045232,-0.23172665886132826,0.17153607314662708,-0.07909418439495297,0.11864144302376206,0.029367847393330315,-0.32017686620459074,0.038978353496623264,-0.17733089000593227,0.7600006432669837,0.2244737673463677,0.1114532519776048,0.46655940463225787,0.13370654191653997,0.3866222877159393,-0.2891446771369023,0.7482855910916386,-0.3268349622016635,Bandari
-0.23748292310777375,-0.3227693209731223,0.13724921307671506,-0.3191500451877063,-0.22711822314342256,-0.18373903370921107,0.24615737996775525,-0.06684097764680053,0.18443321129627363,-0.016575488563885687,0.3878344908050314,-0.13433570808798678,-0.07520211704149421,-0.06890337652679313,0.17844278977566252,-0.11541998325356839,0.19641427827068464,-0.12725831855052416,0.10383859068555044,-0.10997111104068635,0.37709292386948523,-0.14989601027121113,0.2404552782258812,-0.037081980804046455,0.26892409510340587,-0.013892551768478367,-0.46851279762839626,0.13983571692287633,-0.016008368677837503,0.7228052534598877,0.05330621162212257,0.2226074835478622,0.23718401726382976,0.1384563539631627,0.4344438970582152,-0.20399714659879664,0.5934251109461346,-0.313626054050256,Bandari
-0.16993142928192062,-0.34110784387756465,0.17592773385124758,-0.6180844307084381,-0.3359734292291225,-0.3757567355370873,0.27296810101661684,-0.039126929889608864,0.1537726563032289,-0.2735893126499551,0.1674591754926144,-0.3261487356622146,-0.14455844460811396,-0.20813688796915286,0.08178667006664939,-0.18371063702279677,0.06976949846014596,-0.35545957355063595,-0.048343936344765054,-0.3452742699783332,0.17565840036962893,-0.34272749105841926,-0.016666459376408024,-0.15590423640425422,0.21363810040194908,-0.25696158954359605,-0.3730863049851252,-0.034773042419710354,-0.15565973006580514,0.666474025133118,0.09295221229760231,0.07231630415801082,0.335936876927839,0.06744492328171714,0.32690657141502744,-0.3315727859375319,0.6362160555376957,-0.2750899405288093,Bandari
